sender,receiver,timestamp,topic
cto@company.com,staff_10@company.com,2024-02-18,Report
sales_lead@company.com,staff_08@company.com,2024-01-09,Report
sales_lead@company.com,staff_11@company.com,2024-02-07,Sync
staff_03@company.com,staff_08@company.com,2024-01-30,Coffee
staff_11@company.com,staff_08@company.com,2024-01-03,Report
staff_14@company.com,staff_11@company.com,2024-02-08,Report
staff_01@company.com,hr_lead@company.com,2024-02-29,Report
staff_04@company.com,staff_06@company.com,2024-02-28,Coffee
staff_09@company.com,eng_lead@company.com,2024-01-16,Coffee
cto@company.com,staff_01@company.com,2024-02-11,Sync
cto@company.com,staff_14@company.com,2024-01-30,Sync
staff_10@company.com,staff_06@company.com,2024-02-03,Update
eng_lead@company.com,staff_05@company.com,2024-01-22,Report
staff_10@company.com,staff_11@company.com,2024-01-25,Planning
staff_07@company.com,staff_05@company.com,2024-01-11,Report
staff_08@company.com,staff_11@company.com,2024-02-23,Report
cto@company.com,staff_01@company.com,2024-01-12,Update
staff_09@company.com,staff_08@company.com,2024-01-17,Report
staff_08@company.com,staff_09@company.com,2024-02-01,Coffee
ceo@company.com,staff_08@company.com,2024-01-22,Coffee
staff_04@company.com,staff_06@company.com,2024-02-22,Planning
cto@company.com,staff_02@company.com,2024-01-09,Sync
cto@company.com,staff_09@company.com,2024-02-27,Sync
staff_01@company.com,hr_lead@company.com,2024-02-20,Planning
hr_lead@company.com,staff_01@company.com,2024-02-27,Report
cto@company.com,staff_07@company.com,2024-01-05,Report
staff_06@company.com,staff_07@company.com,2024-01-27,Update
staff_12@company.com,staff_03@company.com,2024-01-01,Planning
staff_11@company.com,staff_10@company.com,2024-01-06,Sync
staff_03@company.com,staff_11@company.com,2024-02-03,Planning
staff_01@company.com,staff_02@company.com,2024-02-17,Coffee
ceo@company.com,staff_12@company.com,2024-02-06,Coffee
staff_10@company.com,staff_12@company.com,2024-01-13,Update
ceo@company.com,cto@company.com,2024-02-03,Coffee
staff_08@company.com,sales_lead@company.com,2024-01-05,Coffee
staff_04@company.com,staff_11@company.com,2024-02-27,Sync
staff_10@company.com,staff_06@company.com,2024-01-16,Update
staff_03@company.com,hr_lead@company.com,2024-02-23,Update
hr_lead@company.com,staff_01@company.com,2024-01-06,Report
hr_lead@company.com,staff_01@company.com,2024-01-04,Report
staff_03@company.com,staff_08@company.com,2024-01-08,Coffee
cto@company.com,hr_lead@company.com,2024-02-23,Planning
eng_lead@company.com,staff_04@company.com,2024-02-29,Coffee
staff_10@company.com,staff_15@company.com,2024-02-21,Report
ceo@company.com,staff_15@company.com,2024-02-08,Coffee
staff_01@company.com,staff_02@company.com,2024-01-07,Update
staff_11@company.com,staff_12@company.com,2024-01-05,Coffee
staff_02@company.com,sales_lead@company.com,2024-01-05,Coffee
staff_04@company.com,staff_05@company.com,2024-02-25,Coffee
cto@company.com,staff_13@company.com,2024-02-04,Report
staff_05@company.com,staff_10@company.com,2024-01-07,CONFIDENTIAL: Internal Data Export
ceo@company.com,eng_lead@company.com,2024-01-31,Update
sales_lead@company.com,staff_11@company.com,2024-02-14,Planning
hr_lead@company.com,staff_01@company.com,2024-02-24,Update
staff_03@company.com,staff_05@company.com,2024-02-14,Report
cto@company.com,sales_lead@company.com,2024-02-10,Update
staff_11@company.com,cto@company.com,2024-01-14,Sync
staff_10@company.com,staff_01@company.com,2024-02-23,Planning
cto@company.com,hr_lead@company.com,2024-01-08,Sync
cto@company.com,sales_lead@company.com,2024-01-10,Update
staff_12@company.com,staff_14@company.com,2024-02-03,Report
staff_09@company.com,staff_02@company.com,2024-02-12,Planning
staff_01@company.com,ceo@company.com,2024-02-03,Planning
ceo@company.com,staff_03@company.com,2024-01-15,Planning
cto@company.com,ceo@company.com,2024-02-13,Update
ceo@company.com,staff_04@company.com,2024-01-07,Coffee
cto@company.com,staff_08@company.com,2024-01-25,Sync
ceo@company.com,staff_08@company.com,2024-01-25,Sync
ceo@company.com,cto@company.com,2024-01-20,Sync
staff_13@company.com,staff_12@company.com,2024-01-07,Sync
staff_09@company.com,staff_10@company.com,2024-01-28,Coffee
staff_02@company.com,sales_lead@company.com,2024-02-27,Report
staff_09@company.com,staff_01@company.com,2024-02-24,Report
staff_11@company.com,staff_07@company.com,2024-02-17,Planning
staff_11@company.com,staff_10@company.com,2024-02-10,Planning
staff_07@company.com,staff_05@company.com,2024-01-22,Sync
staff_05@company.com,staff_01@company.com,2024-02-08,CONFIDENTIAL: Internal Data Export
ceo@company.com,staff_10@company.com,2024-01-14,Report
ceo@company.com,staff_14@company.com,2024-01-14,Coffee
cto@company.com,staff_14@company.com,2024-01-19,Report
sales_lead@company.com,staff_05@company.com,2024-02-15,Sync
hr_lead@company.com,staff_09@company.com,2024-02-03,Report
cto@company.com,staff_08@company.com,2024-02-27,Update
staff_06@company.com,eng_lead@company.com,2024-01-16,Sync
staff_09@company.com,sales_lead@company.com,2024-02-10,Update
staff_09@company.com,staff_13@company.com,2024-02-02,Report
eng_lead@company.com,staff_10@company.com,2024-02-04,Update
staff_11@company.com,staff_09@company.com,2024-02-20,Report
hr_lead@company.com,staff_02@company.com,2024-01-25,Report
ceo@company.com,staff_07@company.com,2024-02-17,Coffee
staff_15@company.com,eng_lead@company.com,2024-02-20,Report
ceo@company.com,staff_07@company.com,2024-01-06,Planning
staff_01@company.com,sales_lead@company.com,2024-01-07,Update
staff_12@company.com,sales_lead@company.com,2024-01-12,Planning
sales_lead@company.com,staff_10@company.com,2024-02-26,Update
staff_04@company.com,staff_10@company.com,2024-02-28,Report
staff_05@company.com,staff_06@company.com,2024-01-01,Planning
staff_08@company.com,staff_15@company.com,2024-01-28,Update
cto@company.com,staff_02@company.com,2024-02-12,Update
staff_03@company.com,staff_14@company.com,2024-01-05,Planning
staff_06@company.com,staff_08@company.com,2024-01-09,Coffee
staff_11@company.com,staff_10@company.com,2024-01-11,Sync
ceo@company.com,staff_02@company.com,2024-02-22,Sync
staff_15@company.com,staff_05@company.com,2024-02-27,Report
staff_10@company.com,staff_08@company.com,2024-02-17,Sync
staff_07@company.com,staff_04@company.com,2024-01-22,Report
staff_13@company.com,staff_06@company.com,2024-02-17,Planning
staff_13@company.com,staff_14@company.com,2024-02-23,Coffee
staff_06@company.com,staff_07@company.com,2024-01-06,Report
ceo@company.com,staff_14@company.com,2024-02-07,Sync
staff_06@company.com,hr_lead@company.com,2024-01-29,Coffee
staff_03@company.com,hr_lead@company.com,2024-02-09,Planning
staff_09@company.com,staff_08@company.com,2024-02-27,Coffee
hr_lead@company.com,staff_03@company.com,2024-01-12,Update
ceo@company.com,staff_08@company.com,2024-02-08,Planning
cto@company.com,staff_02@company.com,2024-02-05,Planning
staff_08@company.com,ceo@company.com,2024-01-07,Report
staff_09@company.com,sales_lead@company.com,2024-01-12,Report
staff_09@company.com,staff_08@company.com,2024-01-11,Update
staff_06@company.com,staff_14@company.com,2024-01-13,Sync
staff_08@company.com,staff_12@company.com,2024-02-21,Planning
cto@company.com,staff_15@company.com,2024-02-01,Report
staff_08@company.com,staff_10@company.com,2024-01-15,Planning
staff_07@company.com,staff_04@company.com,2024-02-17,Update
ceo@company.com,staff_01@company.com,2024-02-19,Coffee
staff_06@company.com,staff_12@company.com,2024-02-18,Coffee
staff_06@company.com,eng_lead@company.com,2024-02-09,Update
staff_06@company.com,staff_02@company.com,2024-03-01,Report
cto@company.com,staff_15@company.com,2024-01-11,Coffee
eng_lead@company.com,sales_lead@company.com,2024-02-18,Report
staff_11@company.com,staff_09@company.com,2024-01-06,Planning
ceo@company.com,eng_lead@company.com,2024-01-19,Report
ceo@company.com,staff_11@company.com,2024-01-30,Sync
cto@company.com,staff_05@company.com,2024-02-08,Planning
hr_lead@company.com,staff_01@company.com,2024-01-23,Planning
staff_04@company.com,staff_06@company.com,2024-02-19,Planning
staff_07@company.com,staff_15@company.com,2024-01-10,Update
cto@company.com,staff_03@company.com,2024-02-11,Report
hr_lead@company.com,staff_08@company.com,2024-02-21,Planning
staff_05@company.com,staff_07@company.com,2024-02-24,Coffee
staff_09@company.com,staff_08@company.com,2024-02-03,Planning
hr_lead@company.com,staff_15@company.com,2024-02-05,Report
cto@company.com,sales_lead@company.com,2024-02-02,Planning
staff_02@company.com,staff_14@company.com,2024-02-08,Update
hr_lead@company.com,staff_02@company.com,2024-01-11,Update
cto@company.com,eng_lead@company.com,2024-02-05,Report
staff_13@company.com,ceo@company.com,2024-02-14,Update
staff_09@company.com,staff_07@company.com,2024-01-14,Update
staff_08@company.com,staff_07@company.com,2024-02-01,Report
staff_11@company.com,sales_lead@company.com,2024-01-25,Planning
staff_06@company.com,staff_05@company.com,2024-02-28,Planning
staff_04@company.com,staff_07@company.com,2024-02-22,Coffee
staff_14@company.com,staff_15@company.com,2024-01-24,Sync
cto@company.com,staff_12@company.com,2024-02-25,Planning
eng_lead@company.com,staff_05@company.com,2024-01-11,Update
staff_14@company.com,eng_lead@company.com,2024-01-06,Update
hr_lead@company.com,staff_04@company.com,2024-02-29,Planning
ceo@company.com,staff_13@company.com,2024-03-01,Sync
sales_lead@company.com,staff_11@company.com,2024-02-01,Sync
ceo@company.com,staff_05@company.com,2024-01-10,Coffee
cto@company.com,staff_05@company.com,2024-02-19,Update
staff_04@company.com,staff_07@company.com,2024-02-01,Update
staff_02@company.com,hr_lead@company.com,2024-02-16,Report
staff_11@company.com,staff_10@company.com,2024-01-24,Planning
staff_14@company.com,eng_lead@company.com,2024-02-20,Report
staff_02@company.com,staff_01@company.com,2024-01-12,Report
ceo@company.com,staff_05@company.com,2024-01-21,Coffee
staff_02@company.com,staff_03@company.com,2024-01-22,Planning
cto@company.com,staff_02@company.com,2024-02-17,Sync
staff_03@company.com,staff_14@company.com,2024-01-25,Report
staff_15@company.com,staff_05@company.com,2024-01-14,Update
cto@company.com,hr_lead@company.com,2024-01-15,Report
ceo@company.com,staff_10@company.com,2024-01-17,Coffee
staff_10@company.com,staff_13@company.com,2024-02-23,Planning
staff_14@company.com,eng_lead@company.com,2024-01-12,Sync
ceo@company.com,staff_07@company.com,2024-02-02,Coffee
cto@company.com,staff_09@company.com,2024-02-08,Update
staff_08@company.com,staff_05@company.com,2024-01-25,Sync
staff_12@company.com,staff_11@company.com,2024-01-11,Coffee
staff_10@company.com,hr_lead@company.com,2024-01-24,Update
staff_03@company.com,staff_02@company.com,2024-02-18,Coffee
staff_04@company.com,eng_lead@company.com,2024-02-22,Report
ceo@company.com,cto@company.com,2024-01-11,Coffee
ceo@company.com,hr_lead@company.com,2024-02-04,Planning
staff_03@company.com,staff_09@company.com,2024-02-21,Report
ceo@company.com,staff_06@company.com,2024-02-16,Coffee
staff_09@company.com,sales_lead@company.com,2024-02-11,Planning
staff_09@company.com,staff_03@company.com,2024-03-01,Sync
hr_lead@company.com,ceo@company.com,2024-02-22,Planning
ceo@company.com,cto@company.com,2024-02-13,Update
staff_11@company.com,sales_lead@company.com,2024-02-28,Planning
staff_09@company.com,staff_15@company.com,2024-02-06,Sync
cto@company.com,staff_09@company.com,2024-02-07,Coffee
staff_01@company.com,staff_03@company.com,2024-01-22,Planning
ceo@company.com,staff_14@company.com,2024-02-03,Update
ceo@company.com,staff_14@company.com,2024-02-29,Report
staff_07@company.com,cto@company.com,2024-02-04,Report
staff_05@company.com,staff_06@company.com,2024-02-12,Sync
staff_06@company.com,staff_07@company.com,2024-01-09,Planning
hr_lead@company.com,staff_01@company.com,2024-01-11,Planning
staff_10@company.com,hr_lead@company.com,2024-01-04,Coffee
eng_lead@company.com,staff_07@company.com,2024-01-08,Sync
cto@company.com,staff_13@company.com,2024-01-16,Coffee
ceo@company.com,staff_06@company.com,2024-02-11,Report
cto@company.com,ceo@company.com,2024-01-01,Report
staff_06@company.com,ceo@company.com,2024-02-03,Update
staff_14@company.com,staff_07@company.com,2024-01-11,Report
ceo@company.com,staff_01@company.com,2024-02-13,Report
staff_11@company.com,staff_01@company.com,2024-02-26,Update
ceo@company.com,staff_03@company.com,2024-01-30,Update
staff_10@company.com,staff_08@company.com,2024-01-09,Coffee
staff_07@company.com,staff_06@company.com,2024-01-27,Planning
staff_06@company.com,staff_04@company.com,2024-01-26,Planning
cto@company.com,staff_08@company.com,2024-02-19,Report
staff_08@company.com,sales_lead@company.com,2024-02-05,Planning
staff_02@company.com,hr_lead@company.com,2024-02-05,Coffee
cto@company.com,staff_08@company.com,2024-01-08,Coffee
cto@company.com,staff_06@company.com,2024-02-23,Update
staff_15@company.com,sales_lead@company.com,2024-01-05,Sync
ceo@company.com,staff_05@company.com,2024-02-02,Report
staff_10@company.com,staff_04@company.com,2024-01-26,Update
staff_08@company.com,staff_12@company.com,2024-02-02,Sync
cto@company.com,staff_11@company.com,2024-02-04,Report
staff_03@company.com,staff_14@company.com,2024-02-13,Sync
cto@company.com,hr_lead@company.com,2024-01-31,Report
ceo@company.com,staff_01@company.com,2024-02-26,Sync
ceo@company.com,staff_01@company.com,2024-01-26,Sync
staff_06@company.com,eng_lead@company.com,2024-02-18,Coffee
ceo@company.com,staff_05@company.com,2024-01-14,Update
staff_06@company.com,staff_04@company.com,2024-01-30,Coffee
staff_09@company.com,staff_12@company.com,2024-02-07,Coffee
cto@company.com,staff_08@company.com,2024-02-01,Sync
staff_07@company.com,eng_lead@company.com,2024-02-15,Sync
cto@company.com,staff_14@company.com,2024-01-03,Planning
ceo@company.com,staff_09@company.com,2024-01-17,Update
staff_06@company.com,staff_07@company.com,2024-01-09,Sync
cto@company.com,staff_14@company.com,2024-01-06,Planning
ceo@company.com,staff_10@company.com,2024-01-02,Planning
staff_10@company.com,sales_lead@company.com,2024-02-25,Planning
staff_03@company.com,staff_02@company.com,2024-02-17,Sync
staff_09@company.com,staff_11@company.com,2024-01-31,Report
staff_13@company.com,staff_09@company.com,2024-02-04,Update
staff_03@company.com,hr_lead@company.com,2024-02-19,Coffee
cto@company.com,staff_01@company.com,2024-02-04,Coffee
staff_14@company.com,staff_03@company.com,2024-01-19,Report
staff_11@company.com,staff_01@company.com,2024-02-23,Report
staff_07@company.com,staff_06@company.com,2024-01-27,Sync
staff_03@company.com,hr_lead@company.com,2024-02-10,Coffee
eng_lead@company.com,staff_06@company.com,2024-02-27,Update
staff_10@company.com,staff_11@company.com,2024-01-23,Planning
staff_08@company.com,ceo@company.com,2024-01-10,Report
staff_04@company.com,eng_lead@company.com,2024-02-10,Update
staff_09@company.com,sales_lead@company.com,2024-01-04,Planning
ceo@company.com,staff_02@company.com,2024-01-10,Planning
staff_03@company.com,staff_02@company.com,2024-01-26,Planning
sales_lead@company.com,staff_06@company.com,2024-01-20,Report
ceo@company.com,sales_lead@company.com,2024-01-14,Report
staff_10@company.com,staff_12@company.com,2024-01-05,Planning
staff_02@company.com,staff_05@company.com,2024-01-22,Sync
staff_15@company.com,staff_08@company.com,2024-01-30,Coffee
staff_03@company.com,hr_lead@company.com,2024-01-25,Update
cto@company.com,staff_13@company.com,2024-02-18,Coffee
hr_lead@company.com,staff_02@company.com,2024-02-08,Coffee
staff_15@company.com,staff_10@company.com,2024-01-07,Planning
ceo@company.com,hr_lead@company.com,2024-01-14,Planning
staff_05@company.com,hr_lead@company.com,2024-02-25,Coffee
cto@company.com,hr_lead@company.com,2024-01-10,Sync
cto@company.com,staff_08@company.com,2024-01-05,Report
